input_Timepoint (hr),input_vessel_type,input_vessel_volume,input_vessel_name,input_agitation_rpm,input_DO_%,input_pH_setpoint,input_gas_flow,input_air_%,input_O2,input_Temp_c,input_media_type,input_feed_type,input_glucose_limit,output_OD600,output_WCW_gl,output_agitation,output_air_%,output_D0_%,output_gasflow,output_O2,output_Ph,output_feed_%,output_feed,output_Temp,output_glycerol_gl,output_glucose_gl,output_acetate_mmol_l,output_phosphate_mmol_l,output_titre_µgl
14.0,5L Fermenter,5000ml,Ferm3,1185.0,100.0,6.8,5.0,100.0,0.0,30.0,Media A,Glucose,0.0,44.0,122.0,1185.06,95.3,39.59,4.99,4.7,6.7,19.78,0.67252,30.03,0.0,0.70433,1.34,7.54,
16.0,5L Fermenter,5000ml,Ferm3,1185.0,100.0,6.8,5.0,100.0,0.0,30.0,Media A,Glucose,0.0,49.8,145.0,1185.32,95.74,50.73,4.99,4.25,6.8,17.9,0.6086,29.91,0.01,3.18216,1.87,6.35,
18.0,5L Fermenter,5000ml,Ferm3,1185.0,100.0,6.8,5.0,100.0,0.0,30.0,Media A,Glucose,0.0,59.3,177.0,1184.86,96.34,38.95,4.99,3.66,6.73,17.9,0.6086,30.0,0.0,0.0,0.75,2.32,
20.0,5L Fermenter,5000ml,Ferm3,1185.0,100.0,6.8,5.0,100.0,0.0,30.0,Media A,Glucose,0.0,66.6,191.5,1184.9,95.84,40.18,5.0,4.16,6.82,17.9,0.6086,30.02,0.0,0.0,1.45,0.0,
22.0,5L Fermenter,5000ml,Ferm3,1185.0,100.0,6.8,5.0,100.0,0.0,30.0,Media A,Glucose,0.0,73.4,211.0,1184.43,93.35,40.71,4.98,6.63,6.71,17.9,0.6086,29.99,0.01,0.0,1.03,0.0,
24.0,5L Fermenter,5000ml,Ferm3,1185.0,100.0,6.8,5.0,100.0,0.0,30.0,Media A,Glucose,0.0,80.0,212.0,1185.56,93.91,40.35,5.0,6.09,6.74,17.9,0.6086,30.04,0.01,1.02133,2.0,0.0,
28.0,5L Fermenter,5000ml,Ferm3,1185.0,100.0,6.8,5.0,100.0,0.0,30.0,Media A,Glucose,0.0,84.2,214.0,1184.82,93.35,40.72,5.0,6.65,6.71,17.9,0.6086,30.0,0.01,4.29759,2.89,0.0,
32.0,5L Fermenter,5000ml,Ferm3,1185.0,100.0,6.8,5.0,100.0,0.0,30.0,Media A,Glucose,0.0,96.4,216.5,1184.88,94.15,39.49,5.0,5.85,6.72,12.53,0.42602,30.0,0.01,5.4049,1.79,0.0,
36.0,5L Fermenter,5000ml,Ferm3,1185.0,100.0,6.8,5.0,100.0,0.0,30.0,Media A,Glucose,0.0,95.0,217.0,1185.06,100.0,40.73,5.01,0.0,6.78,8.8,0.2992,30.03,0.01,0.0,1.04,0.0,
40.0,5L Fermenter,5000ml,Ferm3,1185.0,100.0,6.8,5.0,100.0,0.0,30.0,Media A,Glucose,0.0,95.0,204.0,1184.9,100.0,41.59,5.0,0.0,6.71,8.8,0.2992,30.01,0.01,0.0,0.67,0.0,
44.0,5L Fermenter,5000ml,Ferm3,1185.0,100.0,6.8,5.0,100.0,0.0,30.0,Media A,Glucose,0.0,97.4,201.0,1185.44,100.0,40.34,5.0,0.0,6.71,8.8,0.2992,30.01,0.01,0.0,0.53,0.0,
48.0,5L Fermenter,5000ml,Ferm3,1185.0,100.0,6.8,5.0,100.0,0.0,30.0,Media A,Glucose,0.0,100.0,205.5,1185.09,100.0,41.04,4.97,0.0,6.71,8.8,0.2992,30.0,0.01,0.0,0.57,0.0,
