input_Timepoint (hr),input_vessel_type,input_vessel_volume,input_vessel_name,input_agitation_rpm,input_DO_%,input_pH_setpoint,input_gas_flow,input_air_%,input_O2,input_Temp_c,input_media_type,input_feed_type,input_glucose_limit,output_OD600,output_WCW_gl,output_agitation,output_air_%,output_D0_%,output_gasflow,output_O2,output_Ph,output_feed_%,output_feed,output_Temp,output_glycerol_gl,output_glucose_gl,output_acetate_mmol_l,output_phosphate_mmol_l,output_titre_µgl
24,5L Fermenter,5000ml,Ferm6,700,1,6.8,2.5,100,0.0,30,Media type A,Glucose,0,61.2,220.5,699.9160766601562,29.608530044555664,35.71152114868164,2.9925730228424072,70.42933654785156,6.712130069732666,19.53,0.66402,30.01,,,,,
26,5L Fermenter,5000ml,Ferm6,700,1,6.8,2.5,100,0.0,30,Media type A,Glucose,0,,,700.18017578125,33.168399810791016,42.85382843017578,2.8321919441223145,66.85781860351562,6.713140964508057,19.53,0.66402,29.99,,1.4,8.8,0.0,
28,5L Fermenter,5000ml,Ferm6,700,1,6.8,2.5,100,0.0,30,Media type A,Glucose,0,80.4,215.5,699.95068359375,44.978981018066406,38.86867904663086,2.5597410202026367,55.02088928222656,6.700331211090088,19.53,0.66402,30.0,,,,,
30,5L Fermenter,5000ml,Ferm6,700,1,6.8,2.5,100,0.0,30,Media type A,Glucose,0,,,699.9005737304688,46.97542953491211,42.12643814086914,2.59431791305542,53.022830963134766,6.740109920501709,14.31,0.48654,30.0,,0.007,7.9,,
32,5L Fermenter,5000ml,Ferm6,700,1,6.8,2.5,100,0.0,30,Media type A,Glucose,0,153.0,221.5,700.3134155273438,54.68706130981445,46.83897018432617,2.568645000457764,45.303619384765625,6.718197822570801,14.31,0.48654,29.98,,,,,
34,5L Fermenter,5000ml,Ferm6,700,1,6.8,2.5,100,0.0,30,Media type A,Glucose,0,,,699.8394775390625,59.51839828491211,47.04790115356445,2.5071849822998047,40.445709228515625,6.746179103851318,14.31,0.48654,29.99,,0.001,0.0,,
36,5L Fermenter,5000ml,Ferm6,700,1,6.8,2.5,100,0.0,30,Media type A,Glucose,0,166.3,225.5,700.19482421875,59.042510986328125,36.90319061279297,2.520116090774536,40.9599494934082,6.721231937408447,14.31,0.48654,30.0,,,,,
38,5L Fermenter,5000ml,Ferm6,700,1,6.8,2.5,100,0.0,30,Media type A,Glucose,0,,,699.9573974609375,60.50851058959961,43.41096878051758,2.513314008712769,39.48670959472656,6.701679229736328,14.31,0.48654,29.99,,0.001,0.0,,
40,5L Fermenter,5000ml,Ferm6,700,1,6.8,2.5,100,0.0,30,Media type A,Glucose,0,166.0,221.5,699.6322021484375,61.55622863769531,42.42049026489258,2.4908690452575684,38.40668869018555,6.703028202056885,14.31,0.48654,30.0,,,,,
42,5L Fermenter,5000ml,Ferm6,700,1,6.8,2.5,100,0.0,30,Media type A,Glucose,0,,,700.4119262695312,63.74123001098633,41.4609603881836,2.49170994758606,36.25656127929688,6.697970867156982,14.31,0.48654,30.0,,0.001,0.0,,
44,5L Fermenter,5000ml,Ferm6,700,1,6.8,2.5,100,0.0,30,Media type A,Glucose,0,177.3,260.5,699.9052124023438,65.75250244140625,35.804378509521484,2.4791131019592285,34.25189971923828,6.736064910888672,14.31,0.48654,30.0,,,,,
46,5L Fermenter,5000ml,Ferm6,700,1,6.8,2.5,100,0.0,30,Media type A,Glucose,0,,,699.85498046875,76.01377868652344,38.55915832519531,2.4422860145568848,24.00118064880371,6.752921104431152,9.96,0.33864,29.99,,0.0015,0.0,,
48,5L Fermenter,5000ml,Ferm6,700,1,6.8,2.5,100,0.0,30,Media type A,Glucose,0,167.33,207.5,699.7739868164062,66.29501342773438,38.89963912963867,2.503870964050293,33.703651428222656,6.719545841217041,9.96,0.33864,30.01,,0.0012,1.8,,1.43
