input_Timepoint (hr),input_vessel_type,input_vessel_volume,input_vessel_name,input_agitation_rpm,input_DO_%,input_pH_setpoint,input_gas_flow,input_air_%,input_O2,input_Temp_c,input_media_type,input_feed_type,input_glucose_limit,output_OD600,output_WCW_gl,output_agitation,output_air_%,output_D0_%,output_gasflow,output_O2,output_Ph,output_feed_%,output_feed,output_Temp,output_glucose_gl,output_acetate_mmol_l,output_phosphate_mmol_l
20,5L Fermenter,5000ml,Ferm5,700,1,6.8,2.5,100,0,30,Media type A,Glucose,0,,,700.1613159179688,100,76.30869293,2.480004072189331,0,6.888782978057861,0,0,29.995819091796875,,,
22,5L Fermenter,5000ml,Ferm5,700,1,6.8,2.5,100,0,30,Media type A,Glucose,0,,,700.0385742,100,77.51734924316406,2.4929990768432617,0,6.877471923828125,0,0,29.99,,,
24,5L Fermenter,5000ml,Ferm5,700,1,6.8,2.5,100,0,30,Media type A,Glucose,0,,,699.6657104492188,100,78.15434265136719,2.5,0,6.896100997924805,0,0,30.014280319213867,,,
26,5L Fermenter,5000ml,Ferm5,700,1,6.8,2.5,100,0,30,Media type A,Glucose,0,,,699.9965209960938,100,78.73417663574219,2.5,0,6.885122776031494,0,0,29.99566078186035,,,
28,5L Fermenter,5000ml,Ferm5,700,1,6.8,2.5,100,0,30,Media type A,Glucose,0,,,700.0687255859375,100,79.29766845703125,2.5,0,6.893773078918457,0,0,30.001819610595703,,,
30,5L Fermenter,5000ml,Ferm5,700,1,6.8,2.5,100,0,30,Media type A,Glucose,0,,,700.1602783203125,100,79.60800170898438,2.5,0,6.898097991943359,0,0,30.02630043029785,23.36,31.2,
32,5L Fermenter,5000ml,Ferm5,700,1,6.8,2.5,100,0,30,Media type A,Glucose,0,0.607,35.5,699.7888184,100,79.93466186523438,2.5,0,6.890112877,0,0,30.00201988220215,,,
34,5L Fermenter,5000ml,Ferm5,700,1,6.8,2.5,100,0,30,Media type A,Glucose,0,,,700.3178100585938,100,80.31848907470703,2.5,0,6.879800796508789,0,0,29.989599227905277,,,
36,5L Fermenter,5000ml,Ferm5,700,1,6.8,2.5,100,0,30,Media type A,Glucose,0,,,700.2111816,100,80.44098663330078,2.5,0,6.864498138427734,0,0,30.00200080871582,,,
38,5L Fermenter,5000ml,Ferm5,700,1,6.8,2.5,100,0,30,Media type A,Glucose,0,,,699.8046264648438,100,80.88198852539062,2.5,0,6.8515238761901855,0,0,30.014299392700195,,,
40,5L Fermenter,5000ml,Ferm5,700,1,6.8,2.5,100,0,30,Media type A,Glucose,0,,,700.3574829101562,100,81.18415069580078,2.493438005447388,0,6.829899787902832,0,0,29.98974037,,,
42,5L Fermenter,5000ml,Ferm5,700,1,6.8,2.5,100,0,30,Media type A,Glucose,0,,,700.0501708984375,100,81.61698150634766,2.5,0,6.807610988616943,0,0,30.01420021057129,,,
44,5L Fermenter,5000ml,Ferm5,700,1,6.8,2.5,100,0,30,Media type A,Glucose,0,,,700.4661865234375,100,81.91914367675781,2.5,0,6.782993793487549,0,0,30.008079528808597,,,
46,5L Fermenter,5000ml,Ferm5,700,1,6.8,2.5,100,0,30,Media type A,Glucose,0,,,699.4896240234375,100,82.36015319824219,2.5,0,6.758708953857422,0,0,29.99566078186035,,,
48,5L Fermenter,5000ml,Ferm5,700,1,6.8,2.5,100,0,30,Media type A,Glucose,0,5.057,50,699.7313842773438,100,82.82563781738281,2.5,0,6.731098175048828,0,0,29.99584007263184,0.009,34.9,
