input_Vessel Type,input_Vessel Volume,input_Vessel Name,input_Timepoint (hr),input_Agitation,input_DO,input_pH setpoint,input_Gas flow,input_Air (%),input_O2,input_Temp,input_Media type,input_Feed Type,input_Glucose Limit,output_OD600,output_WCW (g/L),output_Agitation.1,output_Air %,output_D0 %,output_GasFlow,output_O2.1,output_Ph,output_Feed %,output_Feed,output_Temp.1,output_Titre (mg/ml),output_Glycerol (g/L),output_Glucose (g/L),output_Acetate (mmol/L),output_Phosphate (mmol/L)
5L Fermenter,5000ml,Ferm3,14.0,1185.0,100.0,6.8,5.0,100.0,0.0,30.0,Media A,Glucose,0.0,45.3,118.0,1184.86206054687,93.0441665649414,40.1998710632324,5.01227712631226,6.95651197433472,6.71263599395752,19.77,0.67218,30.02,,,2.22593,3.02,12.61
5L Fermenter,5000ml,Ferm3,16.0,1185.0,100.0,6.8,5.0,100.0,0.0,30.0,Media A,Glucose,0.0,52.4,153.0,1184.583984375,82.00830078125,38.8799896240234,5.05194616317749,17.9936199188232,6.74390983581543,17.9,0.6086,30.04,,,4.83766,4.3,6.91
5L Fermenter,5000ml,Ferm3,18.0,1185.0,100.0,6.8,5.0,100.0,0.0,30.0,Media A,Glucose,0.0,63.8,189.5,1185.30798339844,94.092529296875,40.6618309020996,5.00824499130249,5.90655517578125,6.7382550239563,17.9,0.6086,30.0,,,0.0,1.29,1.66
5L Fermenter,5000ml,Ferm3,20.0,1185.0,100.0,6.8,5.0,100.0,0.0,30.0,Media A,Glucose,0.0,70.4,201.0,1184.77294921875,91.7107696533203,39.6059188842773,5.0251989364624,8.2896842956543,6.77385377883911,17.9,0.6086,30.02,,,0.0,1.19,0.0
5L Fermenter,5000ml,Ferm3,24.0,1185.0,100.0,6.8,5.0,100.0,0.0,30.0,Media A,Glucose,0.0,95.4,213.5,1184.66296386719,92.0098571777344,39.7284812927246,5.04179000854492,7.99062013626099,6.72694301605225,17.9,0.6086,30.02,,,4.05156,2.07,0.0
5L Fermenter,5000ml,Ferm3,28.0,1185.0,100.0,6.8,5.0,100.0,0.0,30.0,Media A,Glucose,0.0,96.8,212.5,1185.24096679687,90.6491470336914,39.8698997497559,5.03887891769409,9.35099029541016,6.70431900024414,17.9,0.6086,29.97,,,10.03591,2.74,0.0
5L Fermenter,5000ml,Ferm3,32.0,1185.0,100.0,6.8,5.0,100.0,0.0,30.0,Media A,Glucose,0.0,104.6,219.5,1185.14501953125,93.390266418457,39.0402603149414,5.00398206710815,6.61109209060669,6.76952886581421,12.5,0.425,30.01,,,6.88204,1.89,0.0
5L Fermenter,5000ml,Ferm3,36.0,1185.0,100.0,6.8,5.0,100.0,0.0,30.0,Media A,Glucose,0.0,90.8,202.5,1185.26794433594,94.3401870727539,40.5109786987305,5.01528310775757,5.65918684005737,6.72095394134521,12.5,0.425,30.0,,,6.08521,1.29,0.0
5L Fermenter,5000ml,Ferm3,40.0,1185.0,100.0,6.8,5.0,100.0,0.0,30.0,Media A,Glucose,0.0,109.6,201.0,1185.02905273437,94.7028732299805,40.331859588623,5.46315479278564,5.29636383056641,6.72860622406006,12.5,0.425,30.0,,,6.16086,1.41,0.0
5L Fermenter,5000ml,Ferm3,44.0,1185.0,100.0,6.8,5.0,100.0,0.0,30.0,Media A,Glucose,0.0,110.0,213.5,1185.14501953125,95.1037063598633,39.9076118469238,5.14955520629883,4.896399974823,6.71030712127686,12.5,0.425,29.98,,,6.69544,1.28,0.0
5L Fermenter,5000ml,Ferm3,48.0,1185.0,100.0,6.8,5.0,100.0,0.0,30.0,Media A,Glucose,0.0,110.4,194.0,1185.27795410156,95.1807708740234,39.7944793701172,4.93313789367676,4.81944704055786,6.73326396942139,12.5,0.425,30.0,,,7.3397,1.62,0.0
